,feature_2,feature_4,target,category_1_encoded,feature_9
0,1.1465087372251352,0.8330046694770674,1,0,1.1465087372251352
1,-0.0618460618602802,0.4037676970390421,0,1,0.9381539381397198
2,1.395115058628494,1.7082660799040026,1,2,3.3951150586284937
3,2.6575601746236965,2.649051034771259,1,2,4.657560174623697
4,-0.4993912359522239,-0.4416563010523425,0,1,0.5006087640477761
5,-0.6994154288817441,-0.7027746358154815,0,1,0.30058457111825587
6,3.117904476431168,3.3127081801005835,1,2,5.117904476431168
7,1.7308703055325965,1.4110696421503186,1,2,3.7308703055325965
8,-0.8779186046949097,-0.5329167113474524,0,1,0.12208139530509032
9,1.314738260451416,1.4561645956077411,1,2,3.314738260451416
10,-0.8584846014822166,-0.9637071366380372,0,1,0.1415153985177834
11,-1.1911246950742942,-1.3862359076777109,0,1,-0.1911246950742942
12,-0.0202448581824786,0.3162075185242446,0,0,-0.0202448581824786
13,-3.7967987369796776,-3.85699326343972,0,3,-0.7967987369796776
14,-3.492620958296299,-3.772178196628234,0,3,-0.4926209582962988
15,-1.319964206358322,-1.4737921131480514,1,3,1.680035793641678
16,-2.3657876905991237,-2.0581058310434592,0,3,0.6342123094008763
17,0.4815460224960058,-0.1626752580024102,0,0,0.4815460224960058
18,-1.854946448015377,-1.997110010247566,0,3,1.145053551984623
19,-2.6914318379293047,-2.2631987700589997,0,3,0.30856816207069526
20,2.969023754156704,2.901737045315401,1,2,4.969023754156704
21,-0.1299391515385255,-0.020812458627389,1,1,0.8700608484614745
22,-0.0720644018332312,0.3626431839816467,0,0,-0.0720644018332312
23,-2.673284594015427,-2.3163527326565587,0,3,0.32671540598457316
24,-1.0793057004246198,-1.2553292096405886,0,3,1.9206942995753802
25,0.3607790042434491,0.3086215833619146,1,0,0.3607790042434491
26,-2.3892901274977145,-2.027384566806109,0,3,0.6107098725022855
27,0.965732111469462,1.3415199063830214,1,0,0.965732111469462
28,-1.1422324281685614,-1.177452478294538,0,3,1.8577675718314386
29,-0.7192764965701035,-0.7406947574870743,0,1,0.2807235034298965
30,-1.2058180302414314,-1.098744552427891,1,3,1.7941819697585686
31,3.656645197230456,4.203405473237373,1,2,5.656645197230456
32,0.0708412206516909,0.4978676689148734,1,1,1.0708412206516909
33,-2.3513772077867023,-2.074022526267095,0,3,0.6486227922132977
34,1.6392194837832392,1.2077517733576826,1,2,3.639219483783239
35,-2.3626258494121783,-2.472559212031481,0,3,0.6373741505878217
36,0.4243318514481174,0.3354171819721563,0,0,0.4243318514481174
37,-3.649951998881752,-3.082557985840363,0,3,-0.6499519988817521
38,-2.5015675429826505,-2.5971132994545054,0,3,0.4984324570173495
39,0.3922263123900977,0.8936034416211431,0,0,0.3922263123900977
40,1.5202709794903555,1.2919915112779217,1,2,3.5202709794903555
41,0.4018696726763409,0.2055160896120373,0,0,0.4018696726763409
42,-0.1506366439431162,0.0419449983821401,0,1,0.8493633560568838
43,-0.9673389903114992,-0.3400803080827963,0,1,0.03266100968850083
44,-3.0173492398887243,-3.102060091595875,0,3,-0.017349239888724277
45,-1.7365762304281025,-2.7616833751725816,0,3,1.2634237695718975
46,-0.6656213524276777,-1.2912947133632326,0,1,0.3343786475723223
47,2.102074548437246,2.2212591709030285,1,2,4.102074548437246
48,0.6485683892009982,0.058649978488291,1,0,0.6485683892009982
49,-3.346720844318821,-3.692945974877386,0,3,-0.346720844318821
50,0.7326328982795649,0.7375696785348677,1,0,0.7326328982795649
51,-0.9958914637084744,-1.975638362007059,0,1,0.004108536291525633
52,-1.3680250731173913,-1.5199153888475732,0,3,1.6319749268826087
53,1.1563191830364588,0.6903957598923511,1,2,3.1563191830364588
54,1.713092467270691,1.113420580110391,1,2,3.713092467270691
55,1.7245049915849562,1.403631215897732,1,2,3.724504991584956
56,-1.7151431108485702,-2.1428266808763428,0,3,1.2848568891514298
57,-0.6414149380007976,-0.4536228508038765,0,1,0.35858506199920237
58,0.3660805780716661,0.8446912927448197,1,0,0.3660805780716661
59,2.1814233708542137,2.0356526302097886,0,2,4.181423370854214
60,-0.9787690874688676,-1.217219399087602,0,1,0.021230912531132407
61,-0.3638073379955217,-0.5294893384586812,0,1,0.6361926620044783
62,-2.132541620344089,-2.575816463519474,0,3,0.8674583796559112
63,-2.550028498942076,-3.065525257189947,0,3,0.44997150105792416
64,1.7163228394149352,1.0581010582576005,1,2,3.7163228394149352
65,2.639065127938009,2.10725674461074,1,2,4.639065127938009
66,-0.323337351290106,0.3294590515549457,0,1,0.676662648709894
67,2.121755294455128,1.8455868803097448,1,2,4.121755294455128
68,1.0216068218556298,-0.1550445668498754,1,0,1.0216068218556298
69,-1.1452736345130825,-1.380096409905485,0,3,1.8547263654869175
70,0.907386724044914,0.2712209093405854,1,0,0.907386724044914
71,2.971947011619479,2.995740987618344,0,2,4.971947011619479
72,-0.3911760240535944,-0.4105174861483963,1,1,0.6088239759464056
73,3.4273148160479807,3.4496690711248026,1,2,5.42731481604798
74,-4.828587230298536,-4.844877661796611,0,3,-1.8285872302985364
75,1.952366363504384,1.803282241656484,1,2,3.952366363504384
76,0.1069369486803925,-0.4754214999356021,0,0,0.1069369486803925
77,-0.8289415686775038,-0.8588031974660734,0,1,0.1710584313224962
78,-0.0296149864929087,0.3779548491613689,0,0,-0.0296149864929087
79,-4.311884342724595,-3.5864151092065137,0,3,-1.3118843427245954
80,-0.4608194993570329,-0.5560160302794355,0,1,0.5391805006429671
81,1.0353607346399838,0.9835167565265096,1,0,1.0353607346399838
82,2.9274555631085835,3.127626434744141,1,2,4.927455563108584
83,-0.9760758564776398,-0.378779232688798,0,3,2.0239241435223603
84,-1.3418678129255337,-1.5363864571273524,0,3,1.6581321870744663
85,-1.084333149535553,-0.8072726227554179,0,3,1.915666850464447
86,2.2379105267480672,1.908782820538312,1,2,4.237910526748067
87,1.0559211008188596,1.187860696925061,1,0,1.0559211008188596
88,-1.0857426752701742,-0.6975010046228259,0,3,1.9142573247298258
89,0.9110280134228697,0.394683770803751,1,2,2.91102801342287
90,0.3336027079741434,0.1235448191668562,1,0,0.3336027079741434
91,1.867784992562007,2.249698231240008,1,2,3.867784992562007
92,-1.635417231168172,-1.3889527389622542,0,3,1.364582768831828
93,-0.3990765624909403,0.0153018936350016,1,1,0.6009234375090597
94,-0.5409268288088993,-0.2015509702272725,1,1,0.4590731711911007
95,-2.895927575511525,-3.032368986678207,0,3,0.10407242448847498
96,0.3396676033835165,1.219343662741393,1,0,0.3396676033835165
97,0.2762052941163014,0.3309692904176593,1,0,0.2762052941163014
98,0.0316727709687523,-1.190610808688928,0,0,0.0316727709687523
99,-0.5691484736513003,-0.6820870226022201,0,1,0.4308515263486997
100,-2.8989600705291503,-3.0866285733288814,0,3,0.10103992947084972
101,-0.6368980145187174,-0.3187983475718062,0,1,0.3631019854812826
102,-0.5387931695690275,-0.7192672956482797,0,1,0.46120683043097255
103,-1.3289260023437153,-0.8893380040160603,0,3,1.6710739976562847
104,-0.5206960680074698,-0.2974563190447867,1,1,0.4793039319925302
105,0.7394633998917344,0.3394272153037102,1,0,0.7394633998917344
106,3.924168141513083,3.868018807268513,1,2,5.924168141513083
107,0.4387712938662562,0.1285579161560959,0,0,0.4387712938662562
108,0.8215768579630531,0.895480316704521,1,0,0.8215768579630531
109,-0.0647844903515205,-0.377380837245569,0,1,0.9352155096484795
110,-3.4679206097769724,-3.4381465175733474,0,3,-0.46792060977697236
111,0.0549758094461944,-0.0539464909499701,0,1,1.0549758094461943
112,0.3328939093997849,0.2720046075278553,1,0,0.3328939093997849
113,4.861781235613681,-0.019540719248506047,1,2,6.861781235613681
114,-0.3818644871854472,-0.5260585778683291,0,1,0.6181355128145528
115,0.78528356543512,0.0115103303882438,1,0,0.78528356543512
