,feature_1,feature_2,feature_3,feature_4,target,cat_1_encoded,feature_9
0,0.5907336013268001,0.6028696237502686,0.4213873686127304,0.5756755307479757,1.0,0.0,0.5807568531251436
1,0.47385453537256034,0.4930501160703469,0.5010978634962214,0.5370819419714312,0.0,0.3333333333333333,0.5157522218648849
2,0.6185231192168079,0.6254638351882483,0.4072911355258466,0.6543721042377458,1.0,0.6666666666666666,0.6434416045438185
3,0.779645240764451,0.7401992599297648,0.20030444559354804,0.7389600358622732,1.0,0.6666666666666666,0.7543746128020117
4,0.45620444775435404,0.45328448130572974,0.5707101249043769,0.4610681122707011,0.0,0.3333333333333333,0.45825473818626017
5,0.45620746973737675,0.43510558351162176,0.5332611268253984,0.4375904198048693,0.0,0.3333333333333333,0.4423060557948434
6,0.7899867125716074,0.782036959110517,0.14866773108324172,0.7986308298527733,1.0,0.6666666666666666,0.7983440379618502
7,0.6405645331727848,0.6559784455856806,0.32416234595596505,0.6276505545087656,1.0,0.6666666666666666,0.6326025511291334
8,0.41288943476665435,0.4188825909750409,0.570587043640167,0.45286269900794507,0.0,0.3333333333333333,0.43830642288236316
9,0.5991723520165606,0.6181589108304553,0.4512779973453171,0.631705135547645,1.0,0.6666666666666666,0.6216212075951841
10,0.41400427674320545,0.42064882111430413,0.6181880270857711,0.41412943605507113,0.0,0.3333333333333333,0.41236274742648427
11,0.4135787008830789,0.39041732673820334,0.6450481161455468,0.37613899561574404,0.0,0.3333333333333333,0.3864125300884437
12,0.5438419914504653,0.49683097886846395,0.5010978634962214,0.5292092242425575,0.0,0.0,0.533628932315431
13,0.14713131482530206,0.15360456224801677,0.8308444266070657,0.15398806389778913,0.0,1.0,0.14707362334331897
14,0.18180276335612577,0.181249301961439,0.8090591169997974,0.16161396292504554,0.0,1.0,0.16375990775901333
15,0.39580552675933117,0.37870794162247173,0.5882626473962885,0.3682666351115592,1.0,1.0,0.3751664410405341
16,0.31287497415266974,0.2836598479281736,0.6611483656198416,0.31572977367377814,0.0,1.0,0.3119550685166168
17,0.5571473411987824,0.5424354880044352,0.37562560724720845,0.4861518779835326,0.0,0.0,0.5087930448569045
18,0.33216657282425766,0.33008688558764915,0.6660035790937815,0.32121403476040755,0.0,1.0,0.3220826741415803
19,0.23934494831608016,0.25406416960114897,0.7117501397520101,0.2972894410426427,0.0,1.0,0.27502686984716684
20,0.7690832321408787,0.7685061586903192,0.23114509559230162,0.7616795605228248,1.0,0.6666666666666666,0.7663042693255917
21,0.45774639710047355,0.4868615780759353,0.61915448571553,0.4989070572745232,1.0,0.3333333333333333,0.48447250079226933
22,0.5117343023264876,0.49212143761764,0.46948125586482264,0.5333843514853229,0.0,0.0,0.5258105069495457
23,0.2370543197770152,0.2557134545577511,0.7681774717821921,0.29251025773352035,0.0,1.0,0.27101997163582775
24,0.39910122417629174,0.40057982781072404,0.6331980052481954,0.3879090890525796,0.0,1.0,0.3896043032726938
25,0.5197218098641312,0.5314597592710316,0.49042947532636266,0.5285271570374013,1.0,0.0,0.5251613731238395
26,0.28744371923683765,0.28152386431521886,0.7216816518269913,0.3184919864252509,0.0,1.0,0.30539232290261065
27,0.5684584316860994,0.5864400121365674,0.41849178616414895,0.621397193139463,1.0,0.0,0.604426155058503
28,0.38874631426359774,0.3948608268467864,0.6018396974096119,0.3949111479100907,0.0,1.0,0.390924947461028
29,0.44561311942103193,0.4333005402600999,0.518697970462312,0.4341809428116886,0.0,0.3333333333333333,0.4364741147547957
30,0.3885497441888944,0.3890819450808851,0.6414657333239107,0.40198794119539116,1.0,1.0,0.39566737054188283
31,0.8402492452026464,0.8309995988667247,0.09797584294641898,0.878715275655414,1.0,0.6666666666666666,0.8694292344685349
32,0.4968201324874039,0.5051092000843139,0.5384555670288942,0.5455426661206879,1.0,0.3333333333333333,0.5291211050951665
33,0.30461404801047925,0.2849695229748469,0.6425733176245738,0.31429867050795923,0.0,1.0,0.30824148363943205
34,0.6507085414700263,0.6476488985597635,0.38523210085422493,0.6093698221325736,1.0,0.6666666666666666,0.6235496979876287
35,0.2745865723800329,0.28394720710676524,0.7108154338219965,0.278465408346512,0.0,1.0,0.27393347441068394
36,0.5377495919756126,0.5372356641600233,0.41720071715145424,0.5309364050290438,0.0,0.0,0.5327805606855718
37,0.1385924333601411,0.16695050707690529,0.8800814249349778,0.223619150120293,0.0,1.0,0.19154424599961767
38,0.2548282967388903,0.2713197003548802,0.7773658074581757,0.26726649134004177,0.0,1.0,0.25976872429648007
39,0.5355403445345696,0.534317800552564,0.5010978634962214,0.5811240923646702,0.0,0.0,0.5661426809528091
40,0.6352324306523758,0.6368384427312315,0.39175783536788344,0.6169439921428399,1.0,0.6666666666666666,0.6235595570115254
41,0.5308479133005845,0.5351942228416274,0.3855317439417294,0.5192567276897526,0.0,0.0,0.5225556180794981
42,0.4780174154412353,0.4849805176226632,0.4733086947232026,0.5045497107363872,0.0,0.3333333333333333,0.4950327278652104
43,0.4438810517137362,0.4107557537808697,0.6028131690794999,0.47020102102264194,0.0,0.3333333333333333,0.4603697507964236
44,0.22715629574025514,0.22444365693831758,0.7627060053198451,0.22186567523780582,0.0,1.0,0.21974260608390467
45,0.3668044207012503,0.3408447846991011,0.5640044425277253,0.25246965361398765,0.0,1.0,0.2868752848781222
46,0.4145157866824185,0.43817690729954584,0.5591509710811461,0.3846753558237548,0.0,0.3333333333333333,0.39252271662822813
47,0.6938866637941957,0.6897147846438294,0.27333692735358067,0.7004963798022964,1.0,0.6666666666666666,0.6997854717169549
48,0.5625535876542285,0.5576150644806164,0.43154506503017287,0.5060516902352064,1.0,0.0,0.5241061226481389
49,0.17478567252834942,0.19450921428154433,0.8093644704273227,0.16873789674355116,0.0,1.0,0.16627099127873063
50,0.5589579489661585,0.565255140894721,0.4477342135205435,0.5670947722583322,1.0,0.0,0.5643828395654661
51,0.4284233011552864,0.40816080519964737,0.5683552130735079,0.3231445953033216,0.0,0.3333333333333333,0.3553366509704817
52,0.3747050156853211,0.3743400020651942,0.6740138016679222,0.3641195954815294,0.0,1.0,0.36534700242946055
53,0.6118944249222604,0.6037612313558622,0.4041179240367162,0.562853267136519,1.0,0.6666666666666666,0.5790681270565956
54,0.6890783160601444,0.6543627335059062,0.32863479161829046,0.6008883083889914,1.0,0.6666666666666666,0.6305206086361058
55,0.670723188184906,0.6553999436055611,0.37275361362128556,0.6269817501364245,1.0,0.6666666666666666,0.6421562342916094
56,0.3448316412391276,0.34279270152125524,0.6397369789694838,0.308112345890989,0.0,1.0,0.3173848340641118
57,0.4423885050471635,0.44037687085087046,0.5108597777949146,0.45999217489848077,0.0,0.3333333333333333,0.4529390251232558
58,0.5602794565041099,0.5319415848310279,0.4840270075119746,0.576726299347941,1.0,0.0,0.5713646020229451
59,0.6788709493508789,0.6969262829714798,0.5010978634962214,0.683808109765665,0.0,0.6666666666666666,0.6834653042500498
60,0.41110400468834646,0.40971694659981167,0.5932033493964006,0.3913356213675384,0.0,0.3333333333333333,0.39591521330656654
61,0.46513070330188694,0.46560681985579766,0.5112541323197688,0.45317086123148753,0.0,0.3333333333333333,0.4558518471164126
62,0.2956639286309276,0.3048580660534064,0.6802496501869194,0.26918133414505396,0.0,1.0,0.27462073629487105
63,0.2791214547134222,0.2669153992926503,0.750225358635984,0.2251505981722698,0.0,1.0,0.23921868132659113
64,0.6488643500030791,0.6546563210174321,0.3878711466971704,0.5959144151440197,1.0,0.6666666666666666,0.6137967132766553
65,0.748944609648737,0.7385183654415923,0.2810785874606867,0.6902461845899346,1.0,0.6666666666666666,0.7110927281805952
66,0.4860497942433731,0.46928487370154365,0.542641730624691,0.5304006971334896,0.0,0.3333333333333333,0.5152602372795351
67,0.6840225958109335,0.6915034396316635,0.3377319768100836,0.6667189029564661,1.0,0.6666666666666666,0.6735652229270078
68,0.5658700719845948,0.5915181011142513,0.4391316583691483,0.48683796929283674,1.0,0.0,0.5121537504564847
69,0.38055878402703075,0.3945844313843269,0.6120420663252149,0.37669101062733534,0.0,1.0,0.37583000628872154
70,0.5658258184969432,0.581137379393926,0.4786384653651706,0.5251643846626307,1.0,0.0,0.5381763028669392
71,0.782407492370101,0.7687718345461412,0.5010978634962214,0.7701316504534927,0.0,0.6666666666666666,0.7764678446910407
72,0.4927101174932302,0.46311945800560367,0.5205508042915229,0.4638678678708908,1.0,0.3333333333333333,0.4722710380142555
73,0.7873049998843736,0.8101572522508381,0.1848778039381292,0.8109452683705808,1.0,0.6666666666666666,0.8058199955221825
74,0.017093905908466378,0.05983201758493584,0.9555017878933616,0.06516532336731284,0.0,1.0,0.04357902443638301
75,0.6505902949142388,0.6761087815250224,0.34149856880086465,0.6629152049239999,1.0,0.6666666666666666,0.6598867760370806
76,0.5153270959484044,0.5083897060122589,0.4551349284702926,0.4580322130254493,0.0,0.0,0.4758119184198191
77,0.4442669212788047,0.42333379519678466,0.5843387133724182,0.4235615673704297,0.0,0.3333333333333333,0.42881305920107504
78,0.5161947377074972,0.49597938885638476,0.4343696120630599,0.5347610551417529,0.0,0.0,0.5282259563802978
79,0.13345716525890222,0.10679178202921397,0.8676230977151654,0.17831630840356855,0.0,1.0,0.15906341904386168
80,0.458870022703701,0.4567900155465418,0.5454896991833262,0.45078579120847095,0.0,0.3333333333333333,0.45215395431119937
81,0.5650374499945421,0.5927681047818774,0.36890833375319665,0.5892083854796923,1.0,0.0,0.5814232909274879
82,0.7713371927134969,0.764728296195376,0.21402266533366243,0.7819897452561687,1.0,0.6666666666666666,0.7808500611996443
83,0.40390769488455125,0.4099617168458924,0.6046101096622354,0.4667215202381326,0.0,1.0,0.44474092355214134
84,0.35048692463796727,0.3767172652983933,0.6640217826577082,0.36263864748143143,0.0,1.0,0.3563042287675017
85,0.40694723807044964,0.40012291566317726,0.5847626578816638,0.42819478849885706,0.0,1.0,0.41957626110012036
86,0.667800559925192,0.7020600331375713,0.3577967134824248,0.6724009813563656,1.0,0.6666666666666666,0.6720421477707206
87,0.5598170190515207,0.5946367027244618,0.43633639876871855,0.6075813740876554,1.0,0.0,0.5921726898180013
88,0.40179275891554345,0.399994813037727,0.5978575129834364,0.43806458295174944,0.0,1.0,0.4245708593034607
89,0.5937805266265037,0.5814683124999225,0.4157924999888328,0.5362651872738803,1.0,0.6666666666666666,0.5549943544459018
90,0.5171733842050709,0.5289898824772971,0.5166185159428069,0.5118865203073748,1.0,0.0,0.5130107894812879
91,0.6776008566190359,0.6684217308981575,0.29857982336408373,0.7030533948553163,1.0,0.6666666666666666,0.6961182072209897
92,0.3700791914172913,0.3500384681309272,0.6110626116615652,0.3758947196653864,0.0,1.0,0.3718114278848713
93,0.43899249695000125,0.46240142945781926,0.5359256676258111,0.5021541737850824,1.0,0.3333333333333333,0.48045503252585114
94,0.42713006445547075,0.4495095814483648,0.5600294599375059,0.48265648185658727,1.0,0.3333333333333333,0.46327267556441226
95,0.22991860848905094,0.2354788821997006,0.8203151103616686,0.22813174740139103,0.0,1.0,0.22491615618136063
96,0.5538107345706779,0.529541081370612,0.4672538853215612,0.6104120730120286,1.0,0.0,0.5921025755771965
97,0.5473563974327667,0.5237734048858316,0.41134131022289694,0.5305364858501299,1.0,0.0,0.5356968566737761
98,0.5002457590455731,0.5015494344724077,0.4775644660960506,0.39372805506200126,0.0,0.0,0.4271218879896642
99,0.45612460676803507,0.4469446997225208,0.5570064608078438,0.4394504861281078,0.0,0.3333333333333333,0.44354220317920195
100,0.23878040498131664,0.23520327845307792,0.7261771419352849,0.22325315513454302,0.0,1.0,0.22454261521497526
101,0.42187729137358587,0.44078738464483674,0.5508676949377516,0.4721145263473455,0.0,0.3333333333333333,0.45436783310236867
102,0.43622184083385857,0.449703495857822,0.6123461639486205,0.4361075304633405,0.0,0.3333333333333333,0.43466649026041937
103,0.35163115129385963,0.37789346227932785,0.624764377273537,0.42081611941736063,0.0,1.0,0.3962070863261309
104,0.469617035756847,0.45134822370218364,0.5648855755401995,0.47403343251227986,1.0,0.3333333333333333,0.47151370988786845
105,0.5736772753422348,0.5658759207557544,0.47248285066755336,0.5312969554646207,1.0,0.0,0.5449479719021372
106,0.846490562889285,0.8553130191108764,0.1286480676701125,0.8485599630922416,1.0,0.6666666666666666,0.8510142336711085
107,0.5314386846220069,0.5385479711568861,0.43597865050967155,0.5123372582822532,0.0,0.0,0.5180508879777248
108,0.5467112617304591,0.5733386788348496,0.4432569379057368,0.5812928461063188,1.0,0.0,0.5699643523961462
109,0.4856014430474832,0.492783061418431,0.4742581990776792,0.4668472528803522,0.0,0.3333333333333333,0.4719361103395488
110,0.14612060412243733,0.1834941559695234,0.8558375118625399,0.1916474457971304,0.0,1.0,0.17232230803222381
111,0.4944241866612637,0.503667296059895,0.4977908563136574,0.4959279075272328,0.0,0.3333333333333333,0.494619990332592
112,0.5103909767321498,0.5289254643854095,0.5026381625080161,0.5252348485963236,1.0,0.0,0.5198283246408265
113,0.9527080109501447,0.9405265743235598,0.10103451934534774,0.4990214020066202,1.0,0.6666666666666666,0.6488013715849261
114,0.46389708331678736,0.4639657230226147,0.5655511326748724,0.45347932805032365,0.0,0.3333333333333333,0.45565203330631465
115,0.5548096823544013,0.5700402175546713,0.4632073442556244,0.5018132664491312,1.0,0.0,0.5186569422386151
116,0.49291521857403986,0.5216800672161223,0.43489448658915764,0.5600755946275885,0.0,0.3333333333333333,0.537698289856433
117,0.28418858014330983,0.2994989330767871,0.5010978634962214,0.33998621009097374,0.0,1.0,0.31891432296628863
118,0.7096613796854219,0.7048865778121128,0.3544545928705567,0.633617620280843,1.0,0.6666666666666666,0.6595858406959451
119,0.6377111705244398,0.6603829111276965,0.2528089561680301,0.63555414823732,1.0,0.6666666666666666,0.6370250182968804
120,0.644908020369794,0.602611462420645,0.38100123051852663,0.619281784818318,1.0,0.6666666666666666,0.6283585567440593
121,0.3319156186462352,0.30752275290835995,0.6609630391128591,0.33052618431038383,0.0,1.0,0.32832565027125066
122,0.7575137524333209,0.7660424627666296,0.21280554787822448,0.7651221965728215,1.0,0.6666666666666666,0.7648037517006647
123,0.24126894214865424,0.24411709678867477,0.7861701701377626,0.24958644947239017,0.0,1.0,0.24325807944256483
124,0.6073260111202264,0.616348389581919,0.45566878636917796,0.5834418753478405,1.0,0.6666666666666666,0.5915390874519372
125,0.9024968115660642,0.8979941455548983,0.1281851150066416,0.8095232368680967,1.0,0.6666666666666666,0.843079910275186
126,0.3169787273145133,0.3290020035492673,0.6680563545271854,0.4066331560242822,0.0,1.0,0.3750725413849208
127,0.3950673781347767,0.38093351328241376,0.5010978634962214,0.3494614498425008,0.0,1.0,0.3621460945316402
128,0.517647140720117,0.5271537849812047,0.4875283844497699,0.5353047871364004,1.0,0.0,0.5290773179657208
129,0.40663089726808577,0.42523082148830854,0.6244913730764872,0.422410296835416,1.0,1.0,0.41554156186069907
130,0.21387738186543015,0.23899705811388788,0.769924150030696,0.27614760905021885,0.0,1.0,0.25221274465284954
131,0.511924770151159,0.5477331583829278,0.5010978634962214,0.5534484576937502,0.0,0.0,0.5395043616989946
132,0.30376866437496436,0.31001605718325875,0.7979905320904719,0.31965843464999694,0.0,1.0,0.311602128179833
133,0.5864776375271374,0.5897331726043838,0.45330092226183283,0.4961244796439356,1.0,0.0,0.5253011314826739
134,0.33006817107018005,0.30386367874406084,0.5010978634962214,0.27808243878741445,0.0,1.0,0.29208466652507326
135,0.7845975009406634,0.7707385095952463,0.16356150683684156,0.7967185409357714,1.0,0.6666666666666666,0.795256525083617
136,0.3551328522326126,0.3527917137941512,0.6178531598932135,0.38000343461480096,0.0,1.0,0.36964281582767544
137,0.4400233924783,0.4592220921797673,0.562101592045025,0.42752515672004904,1.0,0.3333333333333333,0.4300975435982897
138,0.6490468338621165,0.6354354951569654,0.31504896633565155,0.5793275892444077,1.0,0.6666666666666666,0.6025889285590458
139,0.27274209068350885,0.2894152326395887,0.7841339289118504,0.29831172914287096,0.0,1.0,0.28680408506490856
140,0.541172578674179,0.5399861326665713,0.5104511102732093,0.43711033804299265,1.0,0.0,0.4701752686377722
141,0.7399073840201676,0.7330459755104587,0.24186884318192697,0.6913364081144474,1.0,0.6666666666666666,0.7088344067965302
142,0.20341868753262637,0.2110075831917128,0.8597312920527677,0.2794936399020318,0.0,1.0,0.2510152078529779
143,0.5332896784957705,0.525121311500331,0.46653891215645765,0.5789176438692675,0.0,0.0,0.5638968441311866
144,0.5471405820384346,0.5381105348082549,0.5476518933425779,0.5573202686037162,0.0,0.0,0.5538209329645036
145,0.6432129264523989,0.6097931125317132,0.3627604420448114,0.6217661187480836,1.0,0.6666666666666666,0.6294837904734789
146,0.2716217816510165,0.26932710514650315,0.7477814618700096,0.20374834757843358,0.0,1.0,0.22219021878205886
147,0.2562510367269341,0.24993124106562237,0.7931863609423253,0.22805938945243898,0.0,1.0,0.2336053188644327
148,0.5953771548243575,0.5841638188104169,0.4517365937712841,0.5747417780411648,1.0,0.6666666666666666,0.5816634497963035
149,0.5539698420429646,0.5602302888412198,0.46482805629679663,0.5358061580898067,0.0,0.0,0.5414714815450836
150,0.5454121960349985,0.5561739887006065,0.4494858064912203,0.5450703659129369,1.0,0.0,0.5449253431122483
151,0.5630744846953665,0.5658642804004674,0.45590550536321206,0.6139799126226306,1.0,0.0,0.5976005462589651
152,0.3741339047100411,0.39315821754574315,0.5949854317287404,0.3769068697791403,0.0,1.0,0.373844578701109
153,0.5420549558420394,0.5513487738351712,0.4635498149169802,0.540631348104821,0.0,0.0,0.5407955868457421
154,0.5532497321381965,0.5465786562626124,0.4062821204306867,0.5747711549368517,1.0,0.0,0.5677035769410095
155,0.36781546635721785,0.36041219547216474,0.5659749386861292,0.312946226102527,0.0,1.0,0.32829585201922806
156,0.8427334839049485,0.8434931959537463,0.16105620255635794,0.8116971641576733,1.0,0.6666666666666666,0.8247245380534255
157,0.5865219040352617,0.59522727848945,0.4599740225131186,0.5697706052099069,1.0,0.0,0.5753476768274994
158,0.2800239623276313,0.307539446106294,0.7522214219839738,0.31368917916908967,0.0,1.0,0.2996672932724095
159,0.6201548929513445,0.6396622698865907,0.3773833269209487,0.6278562155428228,1.0,0.6666666666666666,0.6259694039569251
160,0.31989705823413217,0.311663756502951,0.7426401690389303,0.3045007912342331,0.0,1.0,0.3066568571278889
161,0.6441814417041158,0.639882764625098,0.3356889886996596,0.6165694944261004,1.0,0.6666666666666666,0.6262748365416059
162,0.7125646372199782,0.7214622227164251,0.21840071936192262,0.6826761153097456,1.0,0.6666666666666666,0.6938774046083724
163,0.3482433750047621,0.36891062133240715,0.5707462803471492,0.39431274407915207,0.0,1.0,0.3770776675455069
164,0.6766310290886781,0.6908482475882329,0.28105316967217203,0.6787525220715079,1.0,0.6666666666666666,0.6792874567226914
165,0.5752841998525845,0.572539761048092,0.45483840247220064,0.5961205674576954,1.0,0.0,0.5895194618006374
166,0.6506193142319824,0.6253003113211981,0.3268870785230774,0.5860747787477927,1.0,0.6666666666666666,0.607694486578369
167,0.8484429846816173,0.8252878886287878,0.17040024862817627,0.7999789398206185,1.0,0.6666666666666666,0.8186583818488387
168,0.4541364940177501,0.4590230203186361,0.6055675372375952,0.4535994359856714,0.0,0.3333333333333333,0.4524946135789892
169,0.36056600405860617,0.36788707943570365,0.5980817474026363,0.3667937031214168,0.0,1.0,0.36247169155790715
170,0.33557360200640085,0.3170161770777491,0.6806612639078838,0.34819599944620394,0.0,1.0,0.34154361393837035
171,0.34914015930938636,0.35119365037875117,0.6693924423396649,0.3393942254591311,0.0,1.0,0.3400660978407619
172,0.48511259704193216,0.4961299318277911,0.4830802147410241,0.525120996721024,0.0,0.3333333333333333,0.5113624415344779
173,0.56209961860592,0.5397555696290703,0.4876044802890083,0.5549086773038223,1.0,0.0,0.5571467078547878
174,0.5502343939962284,0.5690493578467601,0.4393327160669326,0.5665616220800215,1.0,0.0,0.5611257617689208
175,0.6515623097903842,0.6421632420897146,0.3351335240433171,0.6085236574311141,1.0,0.6666666666666666,0.6232581717337212
176,0.5016977657019983,0.5238934721761213,0.5753295487297914,0.552952216610084,1.0,0.0,0.5357734440993316
